MR,ML,SU,Microphone,Eye,ECG,PressureSensor
-0.74075,0.11091,0.4658,-0.00047433,0.0004549,0.11385,
-0.65587,-0.028443,0.46483,-0.00048256,0.00081098,0.11388,
-0.47274,-0.12749,0.42124,-0.00048804,0.0010873,0.1139,
-0.36974,0.11841,0.36708,-0.00047791,0.0010424,0.11391,
-0.40891,0.6015,0.32064,-0.0004859,0.0010922,0.11394,
-0.50255,0.74876,0.27462,-0.00048411,0.0015033,0.11395,
-0.49237,0.3515,0.234,-0.00049651,0.0015731,0.11393,
-0.30567,-0.069409,0.23225,-0.00049126,0.0012091,0.11391,
-0.072564,-0.057723,0.27447,-0.00049508,0.0006696,0.11392,
0.016335,0.11592,0.2846,-0.00050092,0.00020099,0.11392,
-0.0011215,-0.031947,0.16142,-0.00049162,-8.58E-06,0.11391,
0.11521,-0.43188,-0.09648,-0.00049341,0.0002737,0.11392,
0.42307,-0.6072,-0.35911,-0.00049555,0.00077951,0.11395,
0.63275,-0.31906,-0.49043,-0.00049317,0.0011548,0.11394,
0.44744,0.24499,-0.48418,-0.00050128,0.0012866,0.11393,
-0.066365,0.74173,-0.44546,-0.00049531,0.00068974,0.11393,
-0.52885,0.91352,-0.46043,-0.00049806,-5.33E-05,0.11392,
-0.55679,0.71191,-0.52136,-0.00051069,-0.00018096,0.11392,
-0.030221,0.3575,-0.56212,-0.00050807,-0.00013602,0.11392,
0.77183,0.19363,-0.528,-0.00050211,-3.83E-05,0.11391,
1.3077,0.36049,-0.41656,-0.0005101,-0.00014615,0.1139,
1.2473,0.62833,-0.27667,-0.00051916,-0.00029886,0.1139,
0.80558,0.59862,-0.16449,-0.00051272,-0.00030863,0.11389,
0.42297,0.083999,-0.093369,-0.0005188,-0.00017059,0.11388,
0.21432,-0.69638,-0.038636,-0.00052106,0.00063443,0.11388,
0.0095755,-1.3006,0.016288,-0.00051677,0.0012571,0.11387,
-0.19882,-1.4711,0.067375,-0.0005219,0.0014005,0.11386,
-0.25785,-1.3404,0.11356,-0.00052738,0.0013644,0.11385,
-0.22442,-1.1664,0.15395,-0.00052559,0.0010837,0.11384,
-0.29714,-0.92614,0.1681,-0.00051808,0.00073993,0.11384,
-0.4197,-0.37396,0.13738,-0.00053513,0.00076365,0.11383,
-0.36833,0.48156,0.078979,-0.00053775,0.00090551,0.11384,
-0.18039,1.2317,0.026468,-0.00053096,0.0009836,0.11387,
-0.083076,1.5065,-0.0061508,-0.00054383,0.0011071,0.11389,
-0.057768,1.331,-0.0095833,-0.00055289,0.00061953,0.1139,
0.097151,0.96127,0.042384,-0.0005554,6.37E-05,0.11389,
0.31285,0.61203,0.15841,-0.00055027,0.00010407,0.11389,
0.3023,0.42406,0.29408,-0.00054884,0.00051761,0.11389,
0.065386,0.43082,0.38473,-0.00055504,0.00067484,0.11389,
-0.094985,0.43841,0.40259,-0.00055838,0.00088263,0.1139,
-0.082661,0.15859,0.36717,-0.00056016,0.0011647,0.11389,
-0.09045,-0.44751,0.30724,-0.00054979,0.0013657,0.11387,
-0.14399,-1.143,0.21564,-0.00054228,0.0015815,0.11386,
-0.037571,-1.7368,0.059148,-0.00054586,0.0018824,0.11385,
0.20551,-2.1833,-0.13522,-0.00056577,0.0020741,0.11384,
0.27239,-2.3708,-0.24801,-0.00057209,0.0019939,0.11383,
0.065054,-2.1295,-0.2148,-0.00055969,0.0017871,0.11383,
-0.13839,-1.5231,-0.16925,-0.00055933,0.001526,0.11384,
-0.12343,-0.89331,-0.29742,-0.00056696,0.0012466,0.11384,
0.0089529,-0.532,-0.56295,-0.00056362,0.00094891,0.11383,
0.10502,-0.44467,-0.74484,-0.00056887,0.0006454,0.11381,
0.16138,-0.42865,-0.75168,-0.00057554,0.00040424,0.11377,
0.18751,-0.25983,-0.70151,-0.00056851,0.00032997,0.11375,
0.12084,0.15627,-0.65501,-0.00056934,0.00021255,0.11375,
-0.037166,0.69592,-0.49151,-0.00057673,-0.00015199,0.11373,
-0.17753,1.1046,-0.15242,-0.00057387,-0.00037265,0.11373,
-0.23691,1.2403,0.18177,-0.00056827,-6.19E-05,0.11372,
-0.26962,1.1893,0.30386,-0.00058353,0.00061154,0.11372,
-0.32995,1.1147,0.24222,-0.00058818,0.0015814,0.11372,
-0.38172,1.0638,0.17552,-0.00057924,0.0018169,0.11372,
-0.36042,0.95285,0.18323,-0.00059009,0.0016531,0.11371,
-0.26201,0.7013,0.20806,-0.00059509,0.0013933,0.11372,
-0.14972,0.37393,0.19971,-0.00058424,0.00090647,0.11373,
-0.10366,0.18134,0.18525,-0.00058532,0.00058341,0.11374,
-0.14212,0.26945,0.21798,-0.0005908,0.00027764,0.11375,
-0.16786,0.51324,0.30939,-0.00059414,0.0001837,0.11376,
-0.059425,0.63657,0.40433,-0.00059426,7.28E-05,0.11378,
0.1426,0.55318,0.42679,-0.00058675,3.10E-06,0.11378,
0.23899,0.45206,0.36345,-0.00059235,-7.99E-06,0.11376,
0.1272,0.50658,0.26981,-0.00060999,-1.31E-06,0.11375,
-0.051356,0.64674,0.18701,-0.00060785,0.00027037,0.11374,
-0.095815,0.70813,0.11282,-0.0005914,0.00074804,0.11372,
0.016118,0.69168,0.061259,-0.00058722,0.00089252,0.11369,
0.14799,0.74081,0.070611,-0.00061107,0.00084198,0.11372,
0.18766,0.89636,0.13509,-0.000615,0.00057566,0.11374,
0.14503,1.0067,0.19878,-0.00060785,0.00019634,0.11373,
0.11527,0.91707,0.22806,-0.00059927,-9.63E-05,0.11372,
0.19607,0.64935,0.23036,-0.00060344,-0.00033092,0.11369,
0.41642,0.31994,0.20298,-0.00061643,-0.00037563,0.11367,
0.71173,-0.030424,0.12377,-0.00060999,-0.00039291,0.11366,
0.96679,-0.40011,0.00071108,-0.00060272,-0.00021482,0.11368,
1.0766,-0.68604,-0.1062,-0.00060213,0.00015664,0.11368,
0.96622,-0.75374,-0.12542,-0.00062013,0.00014877,0.11368,
0.612,-0.64426,-0.041793,-0.00061691,0.00027943,0.11369,
0.10835,-0.55716,0.067004,-0.00060892,0.00052011,0.11369,
-0.31908,-0.59421,0.091871,-0.00061178,0.0007726,0.1137,
-0.46549,-0.63015,0.016044,-0.00061524,0.00079691,0.11372,
-0.34438,-0.49954,-0.071152,-0.00060678,0.00086272,0.11374,
-0.16898,-0.24884,-0.11328,-0.00060761,0.0010005,0.11373,
-0.093183,-0.095861,-0.15819,-0.0006063,0.0010766,0.11372,
-0.04143,-0.14641,-0.24184,-0.00060606,0.0011892,0.1137,
0.12493,-0.31066,-0.29728,-0.00061202,0.0012008,0.1137,
0.34646,-0.53057,-0.25035,-0.00061858,0.0011612,0.11371,
0.41188,-0.84919,-0.12691,-0.00060582,0.0010191,0.11374,
0.24829,-1.1824,-0.0043042,-0.00059795,0.00072968,0.11372,
0.028718,-1.337,0.072233,-0.0006094,0.0004406,0.11368,
-0.035945,-1.3505,0.084324,-0.0006144,0.00033128,0.11363,
0.076909,-1.4357,0.031331,-0.00060999,0.00041378,0.11362,
0.20561,-1.4977,-0.036156,-0.00061297,0.00061941,0.11363,
0.18218,-1.1716,-0.053165,-0.00061285,0.0007931,0.11364,
-0.00466,-0.47444,-0.047458,-0.00061345,0.00077546,0.11366,
-0.20352,0.064419,-0.12974,-0.00060749,0.00048554,0.11368,
-0.25596,0.11543,-0.32986,-0.00060511,0.00032139,0.11366,
-0.15098,-0.034472,-0.51549,-0.00060523,0.00053334,0.11365,
-0.022366,0.018299,-0.53367,-0.00060308,0.00040007,0.11364,
-0.024018,0.24952,-0.37816,-0.00060332,8.92E-05,0.11364,
-0.20891,0.38778,-0.15992,-0.00060809,1.36E-05,0.11365,
-0.47461,0.33699,0.032856,-0.00059772,0.00032222,0.11366,
-0.62067,0.17664,0.17362,-0.00060213,0.00084591,0.11366,
-0.52769,-0.035918,0.24033,-0.00060558,0.0013294,0.11366,
-0.29827,-0.23177,0.21523,-0.00060689,0.0016495,0.11366,
-0.16388,-0.26207,0.15038,-0.00059652,0.0017525,0.11365,
-0.23519,-0.070483,0.1544,-0.0006063,0.0016088,0.11366,
-0.39203,0.17705,0.26184,-0.00060809,0.0014185,0.11367,
-0.43942,0.29193,0.35282,-0.00060213,0.0011019,0.1137,
-0.32638,0.29422,0.26735,-0.00059259,0.00050557,0.11373,
-0.16224,0.31541,-0.0018878,-0.00059533,-0.00018406,0.11374,
-0.044606,0.36364,-0.28281,-0.00059509,-0.00064421,0.11377,
0.040525,0.32966,-0.39128,-0.00059867,-0.00064683,0.11379,
0.13083,0.18334,-0.28036,-0.00060403,-0.00043392,0.1138,
0.19789,0.027129,-0.037825,-0.00058722,-0.00041628,0.1138,
0.19714,-0.050442,0.19405,-0.00057888,-0.00029433,0.1138,
0.12747,-0.06017,0.29282,-0.00058091,5.53E-05,0.11379,
-0.0011677,-0.035845,0.22644,-0.00058997,0.00029099,0.1138,
-0.1714,0.0079808,0.081934,-0.0005846,0.00073767,0.11381,
-0.29384,0.019158,-0.019806,-0.00058699,0.0009017,0.11383,
-0.24046,-0.056071,-0.058719,-0.00058115,0.00088656,0.11385,
0.0088388,-0.16162,-0.12654,-0.00058317,0.0011659,0.11388,
0.32313,-0.21283,-0.28458,-0.00058556,0.0012661,0.11391,
0.53424,-0.27263,-0.45239,-0.00058138,0.0013487,0.11392,
0.52794,-0.42329,-0.47982,-0.00057983,0.0021131,0.11393,
0.26545,-0.49619,-0.31649,-0.00058317,0.0025119,0.11394,
-0.16738,-0.25053,-0.069789,-0.00057876,0.0022665,0.11395,
-0.55594,0.16003,0.11038,-0.00057745,0.001592,0.11395,
-0.71977,0.27238,0.16741,-0.00057566,0.00077486,0.11395,
-0.66718,-0.026761,0.14418,-0.00056994,4.01E-05,0.11397,
-0.49577,-0.2787,0.10092,-0.00057805,-0.00034583,0.11401,
-0.19865,-0.073285,0.072764,-0.00057721,-0.00030208,0.11403,
0.26696,0.4045,0.075715,-0.00055933,-0.00035131,0.11406,
0.74177,0.69241,0.095378,-0.00056183,-0.00055718,0.11405,
0.92464,0.6837,0.086891,-0.00056839,-0.00080693,0.11405,
0.74893,0.61806,0.036689,-0.00056458,-0.00069118,0.11404,
0.48831,0.55598,0.00046162,-0.00056863,7.70E-05,0.11406,
0.37221,0.23298,0.029192,-0.00057125,0.00098062,0.11407,
0.30628,-0.49642,0.088157,-0.00057101,0.0016301,0.11406,
0.12026,-1.317,0.10738,-0.00057244,0.0019473,0.11405,
-0.12022,-1.6749,0.090086,-0.00056219,0.0020541,0.11403,
-0.24747,-1.288,0.10997,-0.00056088,0.0021646,0.11401,
-0.27754,-0.44163,0.20178,-0.00055563,0.0015429,0.11397,
-0.34735,0.23927,0.30675,-0.00056338,0.00099087,0.11395,
-0.45605,0.42048,0.34732,-0.00057268,0.0011638,0.11394,
-0.47932,0.39567,0.31709,-0.00056028,0.0013392,0.11394,
-0.42057,0.60903,0.26165,-0.00055468,0.0010343,0.11394,
-0.44467,0.97648,0.20202,-0.00057459,0.00052404,0.11395,
-0.598,1.0211,0.1295,-0.0005697,0.00034595,0.11396,
-0.65432,0.6114,0.060686,-0.00055635,0.00010848,0.11397,
-0.36536,0.14351,0.040783,-0.00055397,-5.81E-05,0.11399,
0.20455,-0.044959,0.089238,-0.00056636,0.00019288,0.114,
0.69839,-0.023447,0.17799,-0.00056946,0.00045466,0.11398,
0.80415,0.053085,0.25581,-0.00055814,0.00085032,0.11399,
0.52146,0.18621,0.26178,-0.00054896,0.0011102,0.11401,
0.11483,0.32895,0.13822,-0.00055468,0.00095022,0.11402,
-0.14442,0.35934,-0.11417,-0.00055146,0.00067079,0.11401,
-0.1853,0.3782,-0.39842,-0.00054085,0.00027275,0.11397,
-0.12533,0.60439,-0.58768,-0.00054407,8.06E-05,0.11395,
-0.087941,0.90398,-0.63311,-0.00055397,0.00051963,0.11394,
-0.068034,0.91491,-0.57464,-0.00055373,0.0007925,0.11394,
-0.010515,0.68556,-0.46409,-0.00055265,0.00067818,0.11396,
0.035231,0.62909,-0.32443,-0.00055039,0.00055444,0.11395,
-0.024475,0.77248,-0.17085,-0.00054526,0.00053108,0.11394,
-0.11151,0.63705,-0.026247,-0.00055492,0.00068593,0.11395,
-0.019453,0.0068398,0.078799,-0.00054932,0.0010008,0.11396,
0.24448,-0.70068,0.10241,-0.00054085,0.0011406,0.11395,
0.38093,-1.0084,0.022066,-0.0005486,0.00083733,0.11395,
0.21046,-0.9162,-0.10707,-0.00054455,0.00046742,0.11395,
-0.059733,-0.69086,-0.17272,-0.00053942,0.00064611,0.11394,
-0.17989,-0.45464,-0.12056,-0.00054312,0.00098217,0.11395,
-0.23578,-0.2051,-0.0103,-0.00054789,0.00078392,0.11396,
-0.40663,-0.02348,0.068453,-0.00054884,0.00030017,0.11394,
-0.53582,-0.006913,0.094494,-0.00054908,0.00012386,0.11392,
-0.29887,-0.063179,0.10476,-0.00054228,0.00015664,0.11392,
0.25314,0.015308,0.12486,-0.00054514,0.00020897,0.11394,
0.64806,0.26477,0.14274,-0.00055659,0.00014699,0.11393,
0.56241,0.50415,0.13867,-0.00054383,0.000157,0.11391,
0.19724,0.60035,0.12155,-0.00054169,0.00059426,0.11389,
-0.049272,0.61219,0.12768,-0.00054598,0.00091481,0.11389,
-0.099057,0.6284,0.17684,-0.0005399,0.0010225,0.1139,
-0.15897,0.6351,0.2344,-0.00055277,0.0013945,0.11391,
-0.274,0.60046,0.23479,-0.00054467,0.0016478,0.11391,
-0.24191,0.53326,0.14559,-0.00053442,0.0018291,0.11391,
-0.028204,0.42494,-0.0017543,-0.00054431,0.0021634,0.1139,
0.058148,0.29062,-0.13651,-0.00054526,0.0022178,0.1139,
-0.1985,0.24962,-0.19062,-0.00053811,0.001626,0.11388,
-0.5403,0.36714,-0.13956,-0.00054538,0.00081098,0.11387,
-0.54441,0.47115,-0.029549,-0.00054514,5.70E-05,0.11386,
-0.16839,0.38384,0.055882,-0.00054133,-0.00058353,0.11385,
0.26206,0.2588,0.083673,-0.00053954,-0.00098324,0.11386,
0.51135,0.36009,0.1028,-0.00054371,-0.0012796,0.11386,
0.61142,0.5739,0.16455,-0.00055587,-0.0011547,0.11384,
0.61624,0.53623,0.23791,-0.00054491,-0.00056517,0.11382,
0.46737,0.23059,0.23448,-0.00054586,0.00023377,0.11381,
0.18647,0.039205,0.11174,-0.00054812,0.00072587,0.11381,
-0.022552,0.1549,-0.065312,-0.00054479,0.00052428,0.11382,
-0.0098104,0.34043,-0.17994,-0.00054431,0.00026298,0.11382,
0.12139,0.3455,-0.18826,-0.00055015,0.0004456,0.11383,
0.18418,0.17725,-0.16243,-0.00054491,0.0008806,0.11383,
0.15666,-0.13899,-0.17985,-0.00053942,0.0011983,0.11381,
0.11713,-0.66942,-0.20273,-0.00054681,0.0013343,0.1138,
0.034471,-1.2628,-0.12847,-0.00054789,0.0011675,0.1138,
-0.19608,-1.4819,0.057507,-0.00054216,0.0010921,0.11378,
-0.53469,-1.1101,0.2499,-0.00054109,0.0013658,0.11375,
-0.76962,-0.50676,0.34657,-0.00055003,0.0015466,0.11373,
-0.74425,-0.21347,0.3431,-0.00054491,0.0018259,0.1137,
-0.52243,-0.36621,0.29789,-0.00054157,0.0021197,0.11367,
-0.29115,-0.69533,0.254,-0.00053239,0.0019484,0.11366,
-0.17172,-0.92392,0.20799,-0.00053263,0.0015417,0.11366,
-0.16105,-0.93415,0.12779,-0.00054622,0.00082612,0.11365,
-0.15764,-0.71576,-0.0029093,-0.00053728,-0.00012326,0.11364,
0.0055973,-0.42015,-0.15699,-0.00054109,-0.00076759,0.11362,
0.41061,-0.32528,-0.30263,-0.00054526,-0.0011675,0.11363,
0.86433,-0.47824,-0.45424,-0.00054526,-0.0013418,0.11363,
1.0352,-0.53142,-0.62539,-0.00054014,-0.0010859,0.11364,
0.84556,-0.24317,-0.74209,-0.00054729,-0.00091779,0.11365,
0.52845,0.049191,-0.69865,-0.00055552,-0.00094104,0.11367,
0.27973,-0.12096,-0.52071,-0.00055051,-0.00056863,0.11367,
0.11414,-0.56738,-0.36885,-0.00054014,-0.00016201,0.11364,
0.055833,-0.64035,-0.33128,-0.00054383,4.26E-05,0.11362,
0.15184,-0.18065,-0.31206,-0.00054955,0.00018358,0.11364,
0.28283,0.25495,-0.19108,-0.00053978,0.0005157,0.11366,
0.25283,0.21827,0.00070906,-0.00053763,0.0006516,0.11365,
0.061504,-0.095274,0.14889,-0.00054872,0.00088966,0.11363,
-0.15159,-0.32389,0.21474,-0.00055873,0.0016248,0.1136,
-0.36091,-0.46481,0.23879,-0.00054896,0.0025295,0.11358,
-0.62715,-0.62383,0.25715,-0.00054407,0.0030525,0.11355,
-0.91167,-0.64331,0.29835,-0.00055265,0.0028408,0.11352,
-1.0994,-0.35423,0.39468,-0.00055301,0.0023535,0.11351,
-1.0985,0.072059,0.51564,-0.00054848,0.0019964,0.11351,
-0.82849,0.35602,0.56255,-0.00054467,0.0019608,0.11351,
-0.30342,0.47674,0.51257,-0.0005517,0.0018065,0.11353,
0.20739,0.5427,0.48018,-0.00054431,0.0015004,0.11353,
0.35315,0.53882,0.52423,-0.00053716,0.0014048,0.11352,
0.13735,0.46687,0.48309,-0.00053871,0.0011002,0.11349,
-0.054324,0.50241,0.16212,-0.00053728,0.00065517,0.11347,
0.049115,0.7378,-0.35195,-0.00053787,0.00081074,0.11347,
0.31136,0.96311,-0.72344,-0.00054169,0.0012736,0.11346,
0.47321,0.94933,-0.72306,-0.00054026,0.001637,0.11345,
0.47201,0.76494,-0.43578,-0.00054526,0.0020245,0.11342,
0.36136,0.57165,-0.11676,-0.00054049,0.0020546,0.1134,
0.16519,0.29652,0.049521,-0.00054169,0.0015676,0.11337,
-0.033376,-0.19677,0.041138,-0.00053537,0.0010459,0.11333,
-0.064039,-0.73009,-0.046151,-0.00054407,0.0007571,0.11332,
0.13322,-0.93257,-0.09131,-0.00055325,6.94E-05,0.11333,
0.44872,-0.74821,-0.038857,-0.00054634,-0.00075471,0.11334,
0.79324,-0.54598,0.067641,-0.00053549,-0.0010614,0.11334,
1.1347,-0.61731,0.13839,-0.00054979,-0.00085628,0.11336,
1.3242,-0.76979,0.12496,-0.00054884,-0.0005182,0.11337,
1.1596,-0.62406,0.062892,-0.00054419,-1.78E-05,0.11337,
0.68819,-0.20679,0.030458,-0.0005486,0.00058985,0.1134,
0.20712,0.047855,0.059951,-0.0005492,0.0011033,0.11341,
-0.10305,-0.061273,0.10643,-0.00054288,0.0015564,0.11342,
-0.33577,-0.17528,0.12252,-0.00054729,0.001626,0.11342,
-0.61825,0.098132,0.12777,-0.00055027,0.0010041,0.11341,
-0.90577,0.58035,0.16169,-0.00054324,0.00028348,0.11343,
-1.0426,0.76411,0.2081,-0.00053012,-1.08E-05,0.11345,
-0.90785,0.50897,0.22352,-0.00053155,0.00012827,0.11345,
-0.53923,0.13031,0.2104,-0.00054824,0.00036907,0.11345,
-0.174,-0.15176,0.21226,-0.00054717,0.00040662,0.11344,
-0.03727,-0.48069,0.26022,-0.00054538,0.00029361,0.11343,
-0.055921,-1.0081,0.34881,-0.00054336,0.00036204,0.11343,
0.018451,-1.5435,0.42415,-0.00054443,0.00049198,0.11342,
0.20441,-1.7189,0.38552,-0.00054228,0.0005163,0.11344,
0.27417,-1.4231,0.16292,-0.00054622,0.00037742,0.11345,
0.13417,-0.96252,-0.18041,-0.00055277,0.00016296,0.11345,
-0.05233,-0.73865,-0.47339,-0.00054455,6.93E-05,0.11344,
-0.10454,-0.78629,-0.58909,-0.00054491,7.37E-05,0.11343,
0.03816,-0.74978,-0.54096,-0.0005604,0.00011361,0.11339,
0.33698,-0.36905,-0.42718,-0.0005548,0.00049818,0.11338,
0.61046,0.17514,-0.31998,-0.00054967,0.00094867,0.11338,
0.58847,0.54543,-0.2239,-0.00054979,0.0011907,0.11338,
0.19541,0.71174,-0.11825,-0.00054288,0.0012347,0.11337,
-0.30924,0.89394,-0.014004,-0.00053871,0.0010098,0.11336,
-0.56746,1.1486,0.045074,-0.00054276,0.00095201,0.11335,
-0.41687,1.2929,0.035133,-0.00054169,0.0014452,0.11334,
0.024828,1.2161,-0.011956,-0.0005393,0.0019631,0.11333,
0.4344,1.0275,-0.034977,-0.00053668,0.0017579,0.11333,
0.51351,0.88328,0.0077576,-0.00054312,0.0013291,0.11332,
0.27806,0.8404,0.1224,-0.0005455,0.00074279,0.11333,
0.01435,0.87801,0.28434,-0.00054085,8.96E-05,0.11334,
-0.11832,0.92449,0.43223,-0.00053871,-0.00026429,0.11334,
-0.23038,0.87128,0.48306,-0.00053382,-0.00051403,0.11334,
-0.39277,0.67658,0.39389,-0.00053585,-0.00049722,0.11335,
-0.49322,0.45461,0.19626,-0.00053835,-0.00028741,0.11335,
-0.50093,0.35693,-0.050351,-0.00054383,-0.0002048,0.11335,
-0.54096,0.35458,-0.29991,-0.00053263,-7.38E-05,0.11334,
-0.58832,0.2542,-0.49948,-0.00053334,0.00011313,0.11332,
-0.4406,-0.017501,-0.59812,-0.00052738,0.00015771,0.11332,
-0.1299,-0.26782,-0.60606,-0.00053596,0.00033331,0.11333,
-0.004342,-0.28659,-0.57917,-0.00054109,0.00058687,0.11333,
-0.23641,-0.13553,-0.53459,-0.00053251,0.00074828,0.11332,
-0.57643,-0.036009,-0.45522,-0.00053596,0.0012702,0.11331,
-0.75232,-0.05623,-0.36898,-0.00053406,0.0021044,0.11329,
-0.8041,-0.094992,-0.33186,-0.00053334,0.0021328,0.11329,
-0.86121,-0.11033,-0.33086,-0.00053751,0.0019188,0.11328,
-0.88131,-0.15701,-0.28133,-0.00053406,0.0018165,0.11326,
-0.79696,-0.21305,-0.12463,-0.00053167,0.0015343,0.11326,
-0.69008,-0.16242,0.12003,-0.00053763,0.0012951,0.11326,
-0.63424,0.010059,0.38332,-0.00053155,0.0015537,0.11329,
-0.51778,0.1594,0.58164,-0.00053084,0.0013562,0.11332,
-0.17532,0.18658,0.64775,-0.00054014,0.00072384,0.11334,
0.38592,0.1787,0.57445,-0.0005393,-6.51E-05,0.11335,
0.96535,0.25667,0.43175,-0.00053334,-0.00049043,0.11334,
1.3109,0.40354,0.31902,-0.0005275,-0.00046241,0.11333,
1.2902,0.54021,0.28569,-0.00053465,-0.00017357,0.11333,
1.0316,0.64084,0.29304,-0.00054979,0.00035596,0.11332,
0.85822,0.65743,0.26172,-0.00055146,0.00063539,0.1133,
0.92838,0.46529,0.16673,-0.00053704,0.0009377,0.11329,
1.0107,0.055897,0.06525,-0.00053406,0.0012944,0.11328,
0.80025,-0.29523,0.0030448,-0.00054169,0.0011821,0.11329,
0.34744,-0.27285,-0.073297,-0.00053716,0.00053966,0.11329,
-0.039624,0.050451,-0.24076,-0.0005393,-2.19E-05,0.11329,
-0.16656,0.26179,-0.44416,-0.00054085,-0.00019813,0.1133,
-0.018768,0.15626,-0.51208,-0.0005275,3.25E-05,0.1133,
0.32825,-0.034852,-0.3661,-0.00053442,0.00028348,0.1133,
0.65813,-0.088074,-0.13092,-0.00054204,0.00038958,0.11329,
0.70756,-0.11629,0.019765,-0.00054049,0.00050831,0.11329,
0.47384,-0.23682,0.056343,-0.00052929,0.0006268,0.11328,
0.20608,-0.25685,0.06867,-0.00052917,0.00040472,0.11326,
0.036359,0.02051,0.11264,-0.00053453,0.00012398,0.11325,
-0.11065,0.43107,0.16474,-0.00053215,-0.00020528,0.11324,
-0.23342,0.64564,0.195,-0.00053966,-0.00023103,0.11325,
-0.18351,0.55167,0.19809,-0.00053275,4.52E-05,0.11324,
0.063548,0.25289,0.1553,-0.00053394,0.00057864,0.11323,
0.28735,-0.16665,0.040183,-0.00053787,0.0014589,0.11321,
0.24367,-0.69672,-0.12601,-0.00052667,0.0021785,0.11319,
-0.093619,-1.262,-0.27975,-0.00052249,0.0026686,0.11317,
-0.52828,-1.6618,-0.37738,-0.00052059,0.0025378,0.11318,
-0.82054,-1.6955,-0.40314,-0.0005312,0.0018499,0.11318,
-0.86933,-1.3187,-0.33576,-0.00053048,0.0013118,0.11318,
-0.75099,-0.66813,-0.17229,-0.00052762,0.00079203,0.11319,
-0.59215,0.0048918,0.029979,-0.00053334,0.00046623,0.11316,
-0.42789,0.42596,0.19642,-0.0005343,0.00053608,0.11312,
-0.21441,0.45318,0.31022,-0.00053704,0.00067961,0.11308,
0.035914,0.22191,0.40198,-0.00054228,0.00066829,0.11304,
0.19309,0.042793,0.47944,-0.0005331,0.00051892,0.11299,
0.13619,0.092404,0.50693,-0.00052965,0.00051451,0.11293,
-0.064382,0.27322,0.44955,-0.00053668,0.00045848,0.11287,
-0.18156,0.36831,0.30273,-0.00053489,0.00054693,0.11283,
-0.11477,0.21129,0.0755,-0.00052977,0.00086617,0.11277,
-0.036057,-0.25818,-0.21187,-0.0005331,0.001165,0.11271,
-0.12981,-0.90949,-0.4906,-0.00053608,0.0011761,0.11264,
-0.3007,-1.3819,-0.64739,-0.00053513,0.0011461,0.11258,
-0.30892,-1.3517,-0.60622,-0.00052643,0.001359,0.11255,
-0.091678,-0.92257,-0.38917,-0.00053227,0.0013554,0.11255,
0.20242,-0.56135,-0.091193,-0.00053239,0.00094569,0.11259,
0.38168,-0.53369,0.1685,-0.00053012,0.0005219,0.11265,
0.31654,-0.59262,0.28002,-0.00053453,0.00056303,0.11275,
0.045829,-0.37974,0.19478,-0.00052857,0.00065219,0.11287,
-0.16476,0.074432,-0.030996,-0.0005244,0.00059462,0.11305,
-0.073702,0.47102,-0.26814,-0.00052881,0.00046456,0.11327,
0.21204,0.67594,-0.3997,-0.00053215,0.00019717,0.1135,
0.38542,0.76987,-0.38469,-0.00052226,0.00021625,0.11373,
0.37632,0.79928,-0.26754,-0.0005188,0.00083339,0.11386,
0.37396,0.73304,-0.13131,-0.00052059,0.0014203,0.11399,
0.43686,0.59472,-0.026566,-0.00052106,0.0017498,0.11418,
0.38098,0.44982,0.05024,-0.0005219,0.0019375,0.11432,
0.12747,0.31761,0.11181,-0.00051343,0.001882,0.11447,
-0.095189,0.21022,0.1492,-0.00051999,0.0015659,0.11462,
-0.065039,0.18494,0.15807,-0.00052464,0.00092185,0.11479,
0.092202,0.29186,0.15922,-0.00053227,0.00012016,0.115,
0.115,0.54042,0.1696,-0.00053811,-0.00031435,0.1152,
0.047533,0.90485,0.1798,-0.00052655,-0.00020707,0.1154,
0.13543,1.2603,0.18653,-0.00053239,0.00031745,0.11558,
0.3109,1.3737,0.22034,-0.00053298,0.0010033,0.11576,
0.2167,1.0809,0.2967,-0.00052798,0.0013939,0.11597,
-0.16549,0.42136,0.35684,-0.00053203,0.0013418,0.1162,
-0.38983,-0.43639,0.32246,-0.00052619,0.00097728,0.11649,
-0.23583,-1.2407,0.21116,-0.00052905,0.00079763,0.11681,
-0.037266,-1.6368,0.12361,-0.00052559,0.00083292,0.11715,
-0.088237,-1.3901,0.10317,-0.00050855,0.00054383,0.11756,
-0.21377,-0.71415,0.092084,-0.00051391,-0.00010216,0.11795,
-0.19754,-0.13338,0.048322,-0.00052369,-0.00026751,0.11828,
-0.15377,0.037582,0.012489,-0.0005343,0.00011766,0.11862,
-0.19128,-0.11089,0.022238,-0.00053453,0.00060606,0.11898,
-0.1466,-0.35118,0.045375,-0.00053692,0.00079644,0.11935,
0.078418,-0.518,0.034509,-0.00053191,0.00069726,0.11968,
0.27167,-0.4811,-0.021697,-0.00052345,0.00054002,0.11995,
0.2118,-0.19785,-0.11717,-0.00052452,0.00051737,0.12018,
-0.057918,0.17554,-0.22421,-0.00053096,0.00060606,0.12044,
-0.35877,0.40006,-0.26429,-0.00052917,0.0008322,0.12074,
-0.54583,0.39467,-0.16145,-0.00052261,0.0012026,0.12106,
-0.52626,0.27634,0.058547,-0.00053132,0.0012679,0.12134,
